Name,Comment,Time,Likes,Reply Count
Aryan Kushwaha,It was sugar not corn fructose,2021-05-15T21:40:06Z,3,
Emanuelgamer 1313,Systems should never change,2021-05-15T21:17:19Z,1,
Dragon Skunk Studio,"@Sam R. England In the not so long ago past there was no plastic it was, wood, glass, aluminium, wax and wax paper, burlap, cardboard, bamboo, ceramic. All that has been replaced with nasty plastic.",2021-05-15T21:02:56Z,7,
Sam R. England,@Bradley Evans in the Atlanta area you can find Green Glass bottled pure cane sugar Coke all over the place,2021-05-15T20:53:11Z,6,
Sam R. England,@Oswa it still exists here too Americans just seem to prefer plastic.,2021-05-15T20:52:38Z,9,
Sam R. England,You're not biased. Damn near everything tastes better in glass. We used to collect bottles too and turn them in for 5 cents each made some pretty good money considering the prices of things at the time. Remember milk delivered in glass bottles?,2021-05-15T20:51:53Z,16,
Cliente Promedio,"That method still exists in Mexico and it's very eco-friendly. 
Also beers do that.",2021-05-15T20:45:28Z,14,
Bradley Evans,Saw Wally World selling coke in glass bottles with cane sugar recently.,2021-05-15T20:02:00Z,1,
Dragon Skunk Studio,"It's not a bias, when both were available I had 7:UP in plastic bottle and one in glass bottle. The plastic ones taste like sugar water with a hint of flavor. In glass I realized that there's a taste of lime in 7:UP it was flavorful. It's like the plastic leaches the flavor out of the liquid.",2021-05-15T19:53:21Z,36,
ichad c,@Oswa I am jealous!,2021-05-15T19:29:34Z,6,
Oswa,Still exists in México,2021-05-15T18:58:26Z,51,
Carlo Munoz,"It tastes way better, in my country we still do it and there's no point of comparison between a glass and a plastic bottle. And yes, that's a great system that should return",2021-05-15T18:56:59Z,118,
Nihar Oad,"I don't know why people like Pepsi, Coke has more richer and finer taste of both and it's much smoother",2021-05-15T18:32:11Z,0,1
James Bedford,"For cola, I prefer Pepsi Max over Coke Zero. Coke Zero is very watery for me.
I hate the ""original"" versions of all fizzy pop, with sugar in them",2021-05-15T23:18:00Z,0,
Anomize23,used to be a coke lover but its Pepsi for me now if i can stay away from coke. Coke does something to your body that pepsi doesnt.,2021-05-15T18:31:03Z,1,1
ALBERT,Drink club soda rather than cola if you seriously worry about your body and health.,2021-05-15T22:14:04Z,0,
samzach2057,"Dear Coca Cola, I never figured out how to be “less white”, but I sure figured out how to drink less Coke.  Thanks for the motivation.",2021-05-15T18:29:40Z,5,1
No Name  Will Be Given,No one cares,2021-06-03T20:10:42Z,0,
Spy vs Spy,"We have Pepsi products...
Im out of here!",2021-05-15T18:28:22Z,3,0
Nanci Valencia,I don't drink coca cola nor any type of soda.,2021-05-15T18:26:40Z,0,1
Michael Martin,I am getting so thirsty viewing all of these reply's . I am going to pour me open a coke.,2021-05-19T19:51:08Z,1,
Camargo William.,Coca cola ( 0) is  good to clean the house too!  Basically the same stuff without sugar...😈,2021-05-15T18:22:05Z,1,0
Amari Jackson,Coke has been on top of it's game for over 100 years. How did they accrue a tax liability so large? They should have been making quarterly payments as a corporation.,2021-05-15T18:21:43Z,4,3
H H,@Amari Jackson nope. They'll just accrue interest and take you to court for it then you can pay it over time. Quarterly payments and estimated payments. So If you're off you wont find out till the end of the year. Then if it goes unpaid they'll just charge interest and fees on top of the original amount until its paid off. That being said the accrual is from a change in tax code for international earnings that happened in 2017 and they didn't pick up on it. So all that taxes just went unpaid.,2021-05-15T20:05:10Z,0,
Amari Jackson,"@H H 3.4 billion, though? How? You would think there would some seizure of assets or garnishment or something.",2021-05-15T19:58:13Z,0,
H H,They do make quarterly payments. They have to or they get charged interest.,2021-05-15T19:40:15Z,1,
J,Having a coke and popcorn at the AMC theatres while watching a movie on a Friday night is the best experience.,2021-05-15T18:21:35Z,101,17
J,@AzBeast you're on a whole new level 😂 salute!,2021-05-24T14:35:09Z,0,
AzBeast,Preach my friend! I even sometimes bring in KFC 🤣🤣,2021-05-24T13:00:14Z,2,
Vandicoup,@Lars *Coke and Pepsi,2021-05-18T06:10:26Z,0,
Vandicoup,"@hydrolife tech Not if you consume in moderation. Remember, as the saying goes: Moderation is key.",2021-05-18T06:10:10Z,0,
Don Underwood,@Inigo Bantok  your gonna miss out man don't say we didn't try to warn y'all,2021-05-16T15:43:05Z,0,
Don Underwood,@Marcel Rodriguez your gonna miss out man don't say we didn't try to warn y'all,2021-05-16T15:42:51Z,0,
Inigo Bantok,@Don Underwood Heck no amc stocks are rocky asf,2021-05-16T14:42:07Z,0,
Marcel Rodriguez,@Don Underwood stfu dude just put your money on eth lmao.,2021-05-16T13:52:41Z,0,
hydrolife tech,Getting obese and/or diabetic is a small side effect of long term consumption,2021-05-15T20:37:53Z,5,
Amadejs Bruvers,@5072 Kishore Kumar. S ikr,2021-05-15T20:15:14Z,1,
southrichmondtofl,@Don Underwood HODL!  STONKS!,2021-05-15T20:00:40Z,2,
5072 Kishore Kumar. S,@Amadejs Bruvers true bro they also add lot of ice it kinda loses its taste,2021-05-15T19:54:15Z,5,
Amadejs Bruvers,I personally hate Coca-Cola from soda fountains becouse they easily and quickly start to taste like sugar water with no Coca-Cola taste. (I personally buy most of the time fanta),2021-05-15T19:17:41Z,3,
5072 Kishore Kumar. S,Yes bro it's the same feeling all across the globe,2021-05-15T19:15:09Z,2,
Sean Newcomb,@Don Underwood TO THE MOON!,2021-05-15T18:59:12Z,4,
Lars,*Pepsi,2021-05-15T18:41:58Z,8,
Don Underwood,AMC TO THE MOON! INVEST IN AMC STOCK !!,2021-05-15T18:40:29Z,15,
Vasilias Titan,Coca Cola = Melted sugar and water with some additives.,2021-05-15T18:20:47Z,0,2
Vasilias Titan,@Sam R. England 🤣🤣🤣,2021-05-15T18:29:30Z,1,
Sam R. England,Sounds simple! You ought to be able to make it at home. 😆,2021-05-15T18:26:29Z,1,
Jesper Monsted,"Oh no, they want Coke to actually pay tax? How on earth will they survive this inhumane treatment?!",2021-05-15T18:20:40Z,647,10
Noob Jitsu,@Lukas Cohen An almost trillion dollar corp having a bad year i feel so bad for them. They really shouldnt be fisted for taxes like the rest of us youre right.,2021-10-22T22:40:41Z,0,
Chantal Bayeh,Taxation is theft.,2021-10-05T18:24:39Z,0,
Lukas Cohen,"The tax bill is more than all the more they took over the last quarter. That’s going to be tough to pay off, especially after the tough year they just had.",2021-05-16T22:47:20Z,0,
Naughtius Maximus,By telling white people to be less white.,2021-05-16T13:44:14Z,1,
Jesper Monsted,@Nick AL They're really annoying. It takes forever to report all 20 of them as spam. This crap has been going on for months and youtube don't seem to care.,2021-05-16T09:46:38Z,25,
Nick AL,What an elaborate scam lol,2021-05-16T08:26:59Z,27,
RFXtrading,@Ronaldo Garcia You can reach him directly by his cell number or leave a message on whatsap.,2021-05-16T02:18:19Z,0,
RFXtrading,That won't bother you if you  trade with a professional like Mr Micheal Marcus,2021-05-16T01:53:50Z,3,
Jamal Mckenzie,I wanted to trade Crypto but got confused by the fluctuations in price,2021-05-16T01:49:24Z,4,
Vendetta,Don't worry I am sure their accountants can book the profits offshore to ensure it doesn't pay any tax.,2021-05-15T22:48:16Z,37,
Bhuvanesh s.k,"Get into health drink industry... 
Like Protein Shake & whey Protein based products. And please don't start adding sugar in those products 🙏",2021-05-15T18:18:52Z,1,1
Nelia Ironwood,"Meanwhile a 6 pack of sugar-filled protein shakes will cost you $11, while a 12 pack of Bolt24 Restore (with 10grams of protein each) will cost $15 on Amazon! Bodyarmor Edge was definitely the response to Gatorade's Bolt24 Energize, I wonder when will BodyArmor release a collagenic protein drink, like Bodyarmor Pro?",2021-05-16T19:03:12Z,0,
Jenna,Coke is it!,2021-05-15T18:18:42Z,2,0
applejm,Lol no wonder most Americans are fat,2021-05-15T18:17:50Z,0,2
Sam R. England,"@Εγώ, ο Δημήτρης sure it's both, but I think it's mostly through inactivity. Our ancestors use Bacon fat and lard and all kinds of fatty stuff all the time. Take one of those fat blobs and have them dig up you know 20 year 30 2 ft deep post holes through rocks and roots on a hot summer day they'll lose weight",2021-05-15T20:57:11Z,0,
Sam R. England,"Americans are not obese because of Coca-Cola and mcdonald's, they're overweight mostly because they sit on their fat asses all day. Coke's been around for over 130 years, take a look at some public photos of masses of people from circa 1900 you don't see hardly any fat people, and by 1900 it was sold in all 50 states, and was wildly popular",2021-05-15T18:30:32Z,0,
BlindMango,Remember when Coke 2 was sold around 2006? I actually still have a can lol,2021-05-15T18:16:40Z,9,3
TR47,"@Connor J. Finlayson Yes, albeit it has slightly less flavoring. There's a number of reviews on Walmart's site saying how it tastes just like Coke.. because it basically is!",2021-05-25T01:06:35Z,0,
Connor J. Finlayson,@TR47 Is it actually? Always wanted to try Coke II,2021-05-25T00:33:05Z,0,
TR47,"Coke II is still sold as Sam's Club cola @ Wal-Mart, a little known secret.",2021-05-16T15:50:27Z,4,
RONALD TAYLOR,Should be held accountable for its plastic bottles pollution and the energy waste to make em surpasses car pollution for the price of 10 cents worth of corn syrup n carbonated water,2021-05-15T18:14:43Z,0,0
Noble Sage,Why would I invest in a company that pollute?,2021-05-15T18:10:40Z,0,1
Sam R. England,Can you name some companies that don't pollute?,2021-05-15T18:32:27Z,0,
Shadowcu123,Be less white~ Woka Cola SHAME 🤦🏻‍♂️,2021-05-15T18:10:19Z,3,0
Mehdi Datoo,His accent really unnerves me,2021-05-15T18:04:21Z,0,0
Al Demir,I don't touch the stuff since 30 years,2021-05-15T18:02:45Z,15,2
Al Demir,"@Harry Moorehouse 
My grandkids made me. And now I'm with all natural drinks.",2021-05-16T22:32:06Z,0,
Harry Moorehouse,how? how did you stop drinking it?,2021-05-16T22:01:24Z,0,
cocciimperfecti,Quality of coke you get in india is below par,2021-05-15T18:02:33Z,0,0
Bird Flipper,Coke is nasty.,2021-05-15T18:01:24Z,1,0
Chino,Its time to cancel coke,2021-05-15T18:01:23Z,4,0
James Olson,High fructose corn syrup is not sugar.  I would dare any soda company to come up with a 100% natural soda!,2021-05-15T18:00:14Z,7,4
Eric Glueckert,"Pepsi Throwback uses pure cane sugar, same with Thowback MTN Dew",2021-10-29T21:00:28Z,0,
TR47,Sierra Mist is the closest thing. It's 100% cane sugar with no coloring.,2021-05-16T15:47:26Z,1,
Robbedem,AFAIK the high fructose syrup is only used in the USA.,2021-05-16T09:58:16Z,2,
Tom Lace,They do but not in the US they use high fructose corn syrup because of corn subsidies,2021-05-16T05:29:02Z,1,
Tom Nook,So Costa coffee is no longer British,2021-05-15T17:59:32Z,0,0
Evidence Only,Shut up.,2021-05-15T17:58:33Z,0,0
Darren Bakewell,Garbage content,2021-05-15T17:58:16Z,1,0
Nako simpson,Hfbb,2021-05-15T17:53:33Z,0,0
Gusten,In Sweden the coke plastic bottles are made of 100% recycled plastic,2021-05-15T17:53:19Z,1,3
Gusten,​@F 100% of them,2021-05-16T10:12:06Z,0,
Robbedem,In Belgium to.,2021-05-16T09:59:18Z,0,
F,but how many of them have been actually recycled? Go check the data,2021-05-15T19:27:13Z,0,
JL,"""A small amount of extract from coke leaves.""
This is like that SNL old school rap sketch where they say ""and a liiiittle bit of crack.""",2021-05-15T17:52:53Z,7,1
Rachael I. cottone,Bs,2021-05-15T23:40:32Z,0,
Wokis,I switched to Pepsi as they sell Sodastream-syrup and the tap water here is fine and very drinkable. Seems to be the best environmental solution aside from well.. plainly drinking water of course ;) (edit: spelling),2021-05-15T17:49:32Z,62,5
Wokis,"@whitelist true. it tastes better. (the MAX one, at least. I don't drink w sugar)",2021-08-08T22:29:34Z,0,
whitelist,"@Wokis I have the Pepsi sodastream syrup, it tastes off. Does not feel like the real deal.",2021-08-08T19:52:59Z,0,
Wokis,"@Specialopsdave I think the rollout over countries is slow. Afaik (googling) the countries where you can pick the syrup up (basically at your local supermarket or the like) are Sweden, Norway, France, Germany and Australia. I hope they feel it's going well so far. Don't want it to disappear.",2021-05-16T11:40:03Z,1,
Specialopsdave,Where can you find Pepsi sodastream syrup? I thought they only sold the syrup to those with Pepsi's full-size fountain drink dispenser.,2021-05-16T02:00:39Z,2,
S L,那裡其家有,2021-05-16T01:40:35Z,0,
Bruce Lee,"One of the worlds largest non alcoholic beverage distribution systems, damm how much alcohol does the world drink!",2021-05-15T17:46:22Z,59,6
UNKNOWN,Sheesh,2021-12-03T20:35:40Z,0,
Iri Mathews,"@Abo Ivanka hahah true
..",2021-09-04T17:47:03Z,0,
Abo Ivanka,"Keep in mind, coke and pepsi are making billions in the islamic world where alcohol is religiously prohibited.",2021-08-27T11:41:27Z,8,
Birdup4life,All of it.,2021-05-16T01:32:07Z,2,
J4 Genius,A LOT,2021-05-15T19:48:14Z,9,
Adam Bernard,Look up Anheuser-Busch InBev,2021-05-15T18:56:00Z,4,
Fadi,Stay away from added sugar.,2021-05-15T17:43:43Z,0,0
ahanaf 112,they are basically buying every beverage start up that is succesful,2021-05-15T17:43:28Z,2,4
James Bedford,Costa was anything but a startup,2021-05-15T23:14:08Z,1,
ahanaf 112,@Sam R. England and its easy compared  to facbook because does not have pay fines and its not hard to make,2021-05-15T18:43:38Z,0,
Sam R. England,Kind of like that Facebook jerk Zuckerberg buying up Instagram and others,2021-05-15T17:53:59Z,4,
ahanaf 112,so any new beverage you buy is probably owned by pepsi or cocacola,2021-05-15T17:53:25Z,1,
Luntershaptop Fukinov,How else am I supposed to clean the tar stains from our work trucks.. Acid doesn’t work... Enjoy your soda!,2021-05-15T17:40:40Z,2,1
Sam R. England,"WD-40 works, but I wouldn't drink it",2021-05-15T17:49:04Z,0,
Investigative Journalism,"Boycott Pepsi, Coca Cola for supporting Israeli apartheid crime.",2021-05-15T17:40:20Z,1,1
Sam R. England,Don't tell us what to do!,2021-05-15T18:00:11Z,0,
Pablo,Coca cola is great for cleanig toilets,2021-05-15T17:40:20Z,0,0
Meow Milev,*That is because coke is playing a catch up game towards pepsi now!*,2021-05-15T17:40:19Z,6,2
Hyder Mirza,"@Sam R. England Yeah, but PepsiCo is twice the size of Coke.",2021-05-16T13:30:32Z,0,
Sam R. England,"Ah, no, they're not. Coca-Cola company dominates the entire world in the non-alcoholic beverage market",2021-05-15T17:51:06Z,4,
Luntershaptop Fukinov,"Because so many people are lazy, fat, and stupid?",2021-05-15T17:39:42Z,1,0
Gabriel Montiel,Because it has coke!!!11,2021-05-15T17:37:29Z,0,0
James Stacey,"Coke has fewer options and discontinued several drinks I would buy all the time. Then on top of the price hitting $5 for a 12 pack, we've cut back on our consumption. Coke isn't worth that. I mean, for an 18oz bottle at the gas station now runs over $2 with tax, that is insane and not worth it at all.",2021-05-15T17:37:04Z,6,2
James Stacey,The issue isn't inflation. The issue is Coke is trying to make up for that lost restaurant revenue. Also Berkshire took a huge hit with the issues at Kraft Heinz so they are throwing their weight around as a large share holder,2021-05-16T02:36:35Z,0,
George Hancock,Inflation is tough,2021-05-15T18:11:40Z,1,
Adipose Rex,I know dentists appreciate Coke.,2021-05-15T17:36:46Z,2,1
Robbedem,It really helps to drink a bit of water after drinking coke (or soft drinks in general). ;),2021-05-16T09:54:18Z,0,
Aurobindo Ghosh,why? it defeated novichok,2021-05-15T17:36:23Z,0,0
victor iancu,Woka Cola,2021-05-15T17:36:09Z,8,0
emall low,"And …..thats how Coca Cola dominates the beverage market……nothing useful, just sponsored content.",2021-05-15T17:35:56Z,0,0
anthonyca,"Never ever drink that poison!  Do some research into diabetes,  insulin, obesity and metabolic syndrome.  Absolute poison!",2021-05-15T17:35:34Z,1,0
Baron Von Jo,I dont drink soda. But I do occasionally sip off it. I do my best to avoid coke products after their racism campaign a few weeks back.,2021-05-15T17:34:33Z,1,2
Baron Von Jo,"@Εγώ, ο Δημήτρης I literally rarely rarely drink any soda. Its typically just a few sips if I do. I know it's bad for me.",2021-05-15T23:39:14Z,0,
Sam R. England,Yeah that really sucks that they went woke. All these companies need to stop sticking their snouts in politics,2021-05-15T17:50:24Z,0,
Vladyslav Diumin,Didn't drink Coce for a couple of month already and I think I won't continue to drink it sooner or later.,2021-05-15T17:32:59Z,8,4
Lockon Stratos,@Vladyslav Diumin you’re very important,2021-05-26T11:23:09Z,1,
Vladyslav Diumin,@Lockon Stratos Lol😂😛😅 Probably😅,2021-05-26T01:36:23Z,0,
Lockon Stratos,Yep they’re going out of business because of you,2021-05-26T01:26:00Z,0,
CA$S4381,Still here,2021-05-16T01:53:35Z,2,
RAJU Mondal,I drink fanta,2021-05-15T17:32:35Z,1,0
Sam R. England,"Hey 5th generation Atlantan here. Besides God country and Coca-Cola, another great book on the history of the company as well as the history of a lot of the businesses that followed Coke's model of capitalism, check out ""Citizen Coke"". It's a really interesting read. Coke is literally liquid Gold for those who made it sold it and still sell it, and among other things, it cures a hangover!",2021-05-15T17:32:05Z,1,1
Sam R. England,"@Gerald Miller maybe so, they caved into the pressure of the reverse racist woke movement",2021-05-15T20:49:52Z,0,
Nhat Huynh,Hey coca-cola! “Be less white” lol,2021-05-15T17:30:11Z,6,1
Sam R. England,"It's not a black soda, it's a soda of color. 😂",2021-05-15T17:55:14Z,1,
owo,Damm...... drugs used to be in coca-cola (slowly throws away cans of coke),2021-05-15T17:29:24Z,1,3
Philip Kaskela,@Yne Cö sugar too. More addictive than cocaine,2021-05-16T14:11:11Z,1,
Yne Cö,Drugs are still in cokes. Caffeine.,2021-05-15T18:10:05Z,3,
Sam R. England,Coca-Cola originally only had Trace amounts of cocaine like three or four milligrams.,2021-05-15T17:48:35Z,0,
Kevin Swanepoel,"Coca-Cola is very sneaky with their promises. They promise something in 2030. By 2030 everyone will have forgotten the promise. If not, they go, oh sorry, and will promise the same thing by 2040. And as the lies keep going.",2021-05-15T17:28:52Z,0,0
Sbl Sbl,About 5 years ago in Canada the taste of coke changed so I switched to Dr Pepper.,2021-05-15T17:28:28Z,1,0
Lee A,Because it has coke ! ......just kidding 🤓,2021-05-15T17:28:21Z,0,0
Gerard Tan,"For a moment, I thought that the Coca Cola CEO was NYC mayor Bill de Blasio lol",2021-05-15T17:28:03Z,42,3
MY ANIMALS,Seriously?,2021-05-27T03:23:47Z,0,
stachowi,Both are responsible for killing a lot of people... easy to confuse.,2021-05-19T19:01:01Z,4,
Harry Moorehouse,Worst. Mayor. Ever.,2021-05-16T21:48:47Z,5,
David M. Evans,I won't drink Coke ever again after the BS they pulled in retaliation of the Georgia voting rules revisions Coke got wrong and was too coward to admit their ignorant misinterpretation of the revisions. I prefer Pepsi and Mountain Dew anyway.,2021-05-15T17:27:14Z,1,4
Michael Martin,@James Bedford Let them drink coke and also eat cake.,2021-05-19T19:58:37Z,0,
James Bedford,@Bradley Evans Probably a rounding error in actual sales data,2021-05-15T23:20:26Z,0,
Bradley Evans,I wonder how much sales Coca Cola lost because of this stance.,2021-05-15T19:58:21Z,0,
Sam R. England,"I agree that all these companies not just Coke need to get their snouts out of politics and this social justice warrior b*******, but I'm not giving up my once a month ice cold coca cola!",2021-05-15T18:22:52Z,2,
Everything Videos,i only drink diet. I have nothing to do with the regular versions. 100g+ of sugar along with High Fructose Corn Syrup isn't gonna cut it with me.,2021-05-15T17:26:10Z,0,5
American Bulldog,@Sam R. England Its an addictive drug that doesn't actually need too be in it. Coke knows this but continue to use it.,2021-05-15T21:43:54Z,0,
Everything Videos,@Sam R. England I’m not worried about. It’s not worse than what’s in the regular stuff.,2021-05-15T21:07:56Z,0,
Sam R. England,"@Everything Videos yeah, I'm aware that aspartame is used as a sweetener. Do some research on it because it actually ends up making your body crave more calories or something like that it's pretty interesting check it out",2021-05-15T20:59:44Z,0,
Everything Videos,@Sam R. England Aspartame is used as a sweetener. I’d rather have that than 100g of sugar.,2021-05-15T17:58:44Z,1,
Sam R. England,"Only the US and Canada use high fructose corn syrup. Mexican Coke and the green bottles is still made with cane sugar, and one of those every now and then is not going to hurt you. And aspartame and saccharin will screw your body up much worse than real sugar",2021-05-15T17:52:20Z,1,
Local Raccoon,"It's a nice drink though ngl, pretty nice to drink after or during some long and hard work.",2021-05-15T17:26:09Z,1,1
Sam R. England,The pause that refreshes. 🙂,2021-05-15T17:47:56Z,0,
Arrhenius,It's not because they still put cocaine in the drink still 😉,2021-05-15T17:23:14Z,2,1
Sam R. England,"It only ever had Trace amounts of cocaine about 3 or 4 mg. The coca leaf is part of the flavor, Coke chemist finally figured out a way to extract the flavor from the cocoa leaf without having the cocaine in the final product",2021-05-15T17:56:28Z,0,
Drag Rage,I just clicked on a video about coca cola and a coca cola ad pops up. Nice.,2021-05-15T17:20:29Z,35,1
AFallingTree,imagine getting ads,2021-05-18T03:27:49Z,0,
Read my ABOUT section PLEASE,"I'm an iced tea kind of person. In my 20+ years of existence, never have I been impressed with Coca Cola's taste, perhaps any cola flavored drinks. The last time I've had Coca Cola was like a couple of years ago while I was choking and the only drink near me is Coca cola 😂 Coca Cola, most especially when it's cold, has this sting in the throat when you drink it, is that normal?",2021-05-15T17:19:35Z,1,0
Chris,Topo Chico Hard Seltzer is 🔥,2021-05-15T17:19:27Z,16,4
Chris,"@Justin S probably an 8, better than any other seltzer I've had",2021-05-16T23:20:32Z,1,
Alfredo Alcantar,Nasty and I'm Mexican-American,2021-05-16T18:15:14Z,0,
Balla jallow,@Justin S 8,2021-05-16T17:01:52Z,1,
Justin S,Really 0-10 rate ?,2021-05-15T21:10:59Z,0,
Alexander Sokolov,Because after seeing a video like this I want a coke.,2021-05-15T17:16:56Z,0,0
AKT0B0S,Sugar is killing us.,2021-05-15T17:15:52Z,19,5
Spinnaker,@Inigo Bantok One 20oz bottle of Coke has 65gr of sugar. Daily recommended sugar amount is 24gr. Can you only drink 1/3 of a bottle a day to keep you moderate??? And that's if you don't take any other sugar in that day.,2021-05-16T14:47:32Z,0,
Spinnaker,@LNGG's Channel Not in water,2021-05-16T14:42:33Z,0,
Inigo Bantok,There's a way called moderation you doof,2021-05-16T14:40:04Z,0,
LNGG's Channel,Sure is.  It's in everything!,2021-05-15T17:24:15Z,4,
Sam R. England,High fructose corn syrup is what's really killing us,2021-05-15T17:17:48Z,6,
farid jafari,Currently people are forced to stay home because of the corona pandemic and are facing shortage of vitamin D due to not being exposed to sunlight which helps body to make the vitamin and doctors are recommending to use vitamin D pills. It would be great if the soft drink producers could add a little vitamin D to their drinks which would encourage people to use their products while this act can also serve the people.,2021-05-15T17:14:43Z,3,0
Peannie Rex,"As long as your Not too white, right?",2021-05-15T17:13:14Z,2,0
Linux Bombardier,Coca cola is Official now Woka Cola,2021-05-15T17:13:10Z,12,7
No Name  Will Be Given,@funk master22 no its not,2021-06-03T23:38:23Z,0,
funk master22,@No Name  Will Be Given yea it is. Every other week the ceo is making some kinda statement about how they expect to do well. Keeping stock prices up as profits fall. Thats what i want. High prices to settle investors coupled with low profits mean an inevitable crash. Thats exactly what i want.,2021-06-03T23:20:16Z,0,
No Name  Will Be Given,@funk master22 not workin out too well for you,2021-06-03T20:09:15Z,0,
funk master22,@Deico to big to fail. That doesnt exist. We seen it before. Yes they make huge profits but those that leave wont come back. Further the only way in wich coke managed to stay on top was buying out the competition. Should the competition become more profitable they wont be able to do that. Currently coke owns a crap ton of brands but new 1s come out all the time. Monster was a good example of this. Had they not sold it would have taken a big chunk out of coke. 3 or 4 brands pop up and suddenly coke is going to feel it. You speak like a stupid millennial . Its more than the 2 minutes you have for an attention span so you dont comprehend it.,2021-05-17T18:32:10Z,0,
Deico,@funk master22  They dominate the market but they'll soon go broke lol. Theywill still be the Nr 1 Drinks producer long after you're dead :p,2021-05-17T15:18:34Z,0,
DVoiceO'Truth,@funk master22 lol,2021-05-16T18:30:26Z,0,
funk master22,Soon to be broke a cola,2021-05-16T00:25:43Z,7,
John W,paused at 1:35 to gag at the mispronunciation of Topo Chico,2021-05-15T17:12:46Z,0,0
Lynyngrag Funkyfoot,Because it's delicious!,2021-05-15T17:11:28Z,1,0
LNGG's Channel,Interesting history!  I stopped drinking soda.,2021-05-15T17:11:20Z,19,0
Andre Lukin,"Do not buy drinks in single use plastic bottles! They aren't only unhealthy, they are bad for the environment.",2021-05-15T17:11:00Z,2,2
Ernesto,Shut up hippie.,2021-05-15T19:50:31Z,0,
Sam R. England,Don't tell us what to do 😆,2021-05-15T17:43:54Z,2,
Dogan,"Coca-Cola sucks, too much sugar all your taste is syrup.   Pepsi's better less sugar,  both drink tastes better when they're in cans n cold.",2021-05-15T17:09:51Z,1,1
Sam R. England,You got it backwards bro. I've never heard anybody say that coke is sweeter than Pepsi it's always the other way around,2021-05-15T18:02:30Z,0,
左将军领徐州牧如东侯,"People, suagr is toxic, drink less of these sugary beverages. ^_^
If your sugar craving wakes up, go get some fruits, bananas, dragonfruits, berries....",2021-05-15T17:09:39Z,1,3
左将军领徐州牧如东侯,@I AM HUMAN very very famous; a household name; been in chinese market for decades...,2021-05-17T02:50:51Z,0,
I AM HUMAN,Is coca cola very famous in China too? Or like less famous?,2021-05-15T17:51:20Z,0,
LNGG's Channel,Agreed,2021-05-15T17:24:47Z,0,
95TBake,This is not a race thing...,2021-05-15T17:09:25Z,1,0
SeKToR,Snipping my diet coke while watching if in my office.,2021-05-15T17:09:15Z,0,0
DailyDoseOfJay,Coca-Cola + UBT = 🚀🌝,2021-05-15T17:07:54Z,7,2
CA$S4381,Cocoaine water,2021-05-16T01:49:49Z,1,
CA$S4381,Powder 18,2021-05-16T01:46:45Z,0,
Wat,"it’s dominating because in the old ages, it had crack",2021-05-15T17:06:25Z,74,5
travis clark,"@Sam R. England And those things are addictive to alot of people, what is your point? also who said anything about fat?",2021-07-08T08:34:54Z,0,
japanluv,@Krackerlack Sugar Rush-Awesome documentary on Neftlix.,2021-05-19T18:41:29Z,1,
Sam R. England,@Krackerlack and donuts and milkshakes are not loaded with sugar? And those things have a whole lot more fat than Coca-Cola does haha,2021-05-15T17:36:00Z,12,
Krackerlack,let's be honest it's loaded with so much sugar that it's pretty much as addictive as crack,2021-05-15T17:26:05Z,22,
Vishan,Lol,2021-05-15T17:11:44Z,4,
Jeff Stettler,Coke went woke. Don't buy coke,2021-05-15T17:05:58Z,2,1
Michael Martin,Donald Trump really does love Coke and so does Rudy.,2021-05-19T19:55:53Z,0,
John K,Sparkling water aha is terrible btw,2021-05-15T17:05:16Z,0,0
Devon Simpson,Never heard anyone pronounce it Kar-rig. Cure-rig is the way I've always heard it pronounced,2021-05-15T17:05:12Z,40,3
travis clark,i just call it greg,2021-07-08T08:11:00Z,0,
Phil Canida,"Be less white, don't enunciate",2021-05-16T16:18:46Z,1,
MDSK,Kiar rid is correct,2021-05-16T14:17:47Z,0,
Least Trending,It dominates cause pepsi sucks,2021-05-15T17:04:15Z,0,0
Andro dibox,Best thing Coca Cola and do for society is shut down. How many deaths from diabetes since this company existed?,2021-05-15T17:02:53Z,0,0
J C,"Don't forget their new slogan, ""Be less of white*",2021-05-15T17:01:58Z,47,4
Skan d,It’s fake,2021-06-14T20:48:02Z,1,
Douglas Parise,Im far too white to drink this beverage,2021-06-03T01:44:35Z,2,
funk master22,Now they can be less wealthy.,2021-05-16T00:22:05Z,13,
Hardy Singh,... And where are the state and Federal handouts. They are hyprocrites.,2021-05-15T23:03:11Z,10,
Andro dibox,Too white for me. I only drink Dr Pepper brands ✊,2021-05-15T17:01:55Z,1,0
Michael Myers,Coke will always be the best even if it rots your teeth and destroys your kidneys!,2021-05-15T17:00:11Z,0,1
Rachael I. cottone,Invest in  bitcoin now,2021-05-15T23:41:14Z,0,
Pawan Shrivastava,Here is your free backhand coca cola marketing,2021-05-15T16:59:20Z,0,0
SANKET MAHALE,*advertisement,2021-05-15T16:56:04Z,0,0
Majin VEGETA,Thumbs-up is far better than the coke they sell today...best coke was in 90s now it's just bland,2021-05-15T16:55:29Z,2,0
S Kalapala,Coca Cola sings Buffett song - politics. Run or hug.,2021-05-15T16:52:27Z,10,1
Tim G,Yes,2021-05-15T19:36:18Z,1,
Mercury Master 204,"sugar water 
""cancer water""",2021-05-15T16:51:15Z,0,0
Dangic23,"I only drink 1 soda can a year.
And I always pick Dr Pepper.",2021-05-15T16:49:41Z,9,0
